row,status,problem,run_id,schema,certificate_path,certificate_exists,hash_ok,verify_ok,summary_hash_ok,summary_score_ok,error,summary_path
54,passed,unit_square,unit_square/line_square_incidence/coord_mutation/exact_stab_gap_pressure/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/coord_mutation/exact_stab_gap_pressure/certificates/best_iter009255_7d848befe7ef.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/coord_mutation/exact_stab_gap_pressure/summary.json
55,passed,unit_square,unit_square/line_square_incidence/coord_mutation/greedy_partial_lp_bitset/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/coord_mutation/greedy_partial_lp_bitset/certificates/best_iter010710_9b5c298e9e89.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/coord_mutation/greedy_partial_lp_bitset/summary.json
56,passed,unit_square,unit_square/line_square_incidence/coord_mutation/incidence_statistics/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/coord_mutation/incidence_statistics/certificates/best_iter002040_ceabf1422ce3.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/coord_mutation/incidence_statistics/summary.json
57,passed,unit_square,unit_square/line_square_incidence/primal_dual_lines/exact_stab_gap_pressure/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/primal_dual_lines/exact_stab_gap_pressure/certificates/best_iter000765_204fe5f5bd75.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/primal_dual_lines/exact_stab_gap_pressure/summary.json
58,passed,unit_square,unit_square/line_square_incidence/primal_dual_lines/greedy_partial_lp_bitset/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/primal_dual_lines/greedy_partial_lp_bitset/certificates/best_iter003410_1a54969af26e.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/primal_dual_lines/greedy_partial_lp_bitset/summary.json
59,passed,unit_square,unit_square/line_square_incidence/primal_dual_lines/incidence_statistics/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/primal_dual_lines/incidence_statistics/certificates/best_iter002000_3a19e0afb3e5.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/primal_dual_lines/incidence_statistics/summary.json
60,passed,unit_square,unit_square/line_square_incidence/sqstab_local_hillclimb/exact_stab_gap_pressure/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/sqstab_local_hillclimb/exact_stab_gap_pressure/certificates/best_iter007030_98012977bc67.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/sqstab_local_hillclimb/exact_stab_gap_pressure/summary.json
61,passed,unit_square,unit_square/line_square_incidence/sqstab_local_hillclimb/greedy_partial_lp_bitset/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/sqstab_local_hillclimb/greedy_partial_lp_bitset/certificates/best_iter004910_043f2e9afe16.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/sqstab_local_hillclimb/greedy_partial_lp_bitset/summary.json
62,passed,unit_square,unit_square/line_square_incidence/sqstab_local_hillclimb/incidence_statistics/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/sqstab_local_hillclimb/incidence_statistics/certificates/best_iter006495_87e4d2ef5141.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/line_square_incidence/sqstab_local_hillclimb/incidence_statistics/summary.json
63,passed,unit_square,unit_square/sqstab_exact_grid/coord_mutation/exact_stab_gap_pressure/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/coord_mutation/exact_stab_gap_pressure/certificates/best_iter000835_438875734d17.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/coord_mutation/exact_stab_gap_pressure/summary.json
64,passed,unit_square,unit_square/sqstab_exact_grid/coord_mutation/greedy_partial_lp_bitset/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/coord_mutation/greedy_partial_lp_bitset/certificates/best_iter015820_b03c1c8f2142.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/coord_mutation/greedy_partial_lp_bitset/summary.json
65,passed,unit_square,unit_square/sqstab_exact_grid/coord_mutation/incidence_statistics/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/coord_mutation/incidence_statistics/certificates/best_iter000350_3f21df44f372.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/coord_mutation/incidence_statistics/summary.json
66,passed,unit_square,unit_square/sqstab_exact_grid/primal_dual_lines/exact_stab_gap_pressure/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/primal_dual_lines/exact_stab_gap_pressure/certificates/best_iter009075_db122331526b.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/primal_dual_lines/exact_stab_gap_pressure/summary.json
67,passed,unit_square,unit_square/sqstab_exact_grid/primal_dual_lines/greedy_partial_lp_bitset/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/primal_dual_lines/greedy_partial_lp_bitset/certificates/best_iter001715_b365341c916c.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/primal_dual_lines/greedy_partial_lp_bitset/summary.json
68,passed,unit_square,unit_square/sqstab_exact_grid/primal_dual_lines/incidence_statistics/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/primal_dual_lines/incidence_statistics/certificates/best_iter004295_3a1eb308269b.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/primal_dual_lines/incidence_statistics/summary.json
69,passed,unit_square,unit_square/sqstab_exact_grid/sqstab_local_hillclimb/exact_stab_gap_pressure/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/sqstab_local_hillclimb/exact_stab_gap_pressure/certificates/best_iter000880_816096b04ac5.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/sqstab_local_hillclimb/exact_stab_gap_pressure/summary.json
70,passed,unit_square,unit_square/sqstab_exact_grid/sqstab_local_hillclimb/greedy_partial_lp_bitset/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/sqstab_local_hillclimb/greedy_partial_lp_bitset/certificates/best_iter007210_00cfe4c3666f.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/sqstab_local_hillclimb/greedy_partial_lp_bitset/summary.json
71,passed,unit_square,unit_square/sqstab_exact_grid/sqstab_local_hillclimb/incidence_statistics/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/sqstab_local_hillclimb/incidence_statistics/certificates/best_iter000005_69877fd54db5.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/sqstab_exact_grid/sqstab_local_hillclimb/incidence_statistics/summary.json
72,passed,unit_square,unit_square/square_direct/coord_mutation/exact_stab_gap_pressure/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/coord_mutation/exact_stab_gap_pressure/certificates/best_iter010075_e741e12e7c41.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/coord_mutation/exact_stab_gap_pressure/summary.json
73,passed,unit_square,unit_square/square_direct/coord_mutation/greedy_partial_lp_bitset/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/coord_mutation/greedy_partial_lp_bitset/certificates/best_iter005090_3f080f0272e2.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/coord_mutation/greedy_partial_lp_bitset/summary.json
74,passed,unit_square,unit_square/square_direct/coord_mutation/incidence_statistics/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/coord_mutation/incidence_statistics/certificates/best_iter000115_8f12f1f5e31c.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/coord_mutation/incidence_statistics/summary.json
75,passed,unit_square,unit_square/square_direct/primal_dual_lines/exact_stab_gap_pressure/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/primal_dual_lines/exact_stab_gap_pressure/certificates/best_iter001085_0e20ef3a4838.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/primal_dual_lines/exact_stab_gap_pressure/summary.json
76,passed,unit_square,unit_square/square_direct/primal_dual_lines/greedy_partial_lp_bitset/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/primal_dual_lines/greedy_partial_lp_bitset/certificates/best_iter006840_055b664b15be.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/primal_dual_lines/greedy_partial_lp_bitset/summary.json
77,passed,unit_square,unit_square/square_direct/primal_dual_lines/incidence_statistics/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/primal_dual_lines/incidence_statistics/certificates/best_iter003010_4a9c30b5b836.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/primal_dual_lines/incidence_statistics/summary.json
78,passed,unit_square,unit_square/square_direct/sqstab_local_hillclimb/exact_stab_gap_pressure/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/sqstab_local_hillclimb/exact_stab_gap_pressure/certificates/best_iter004960_c04b80c1d894.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/sqstab_local_hillclimb/exact_stab_gap_pressure/summary.json
79,passed,unit_square,unit_square/square_direct/sqstab_local_hillclimb/greedy_partial_lp_bitset/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/sqstab_local_hillclimb/greedy_partial_lp_bitset/certificates/best_iter000650_e40b61bd42c5.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/sqstab_local_hillclimb/greedy_partial_lp_bitset/summary.json
80,passed,unit_square,unit_square/square_direct/sqstab_local_hillclimb/incidence_statistics/budget86400/git20750a588a5b,unit_square_stab_certificate_v1,runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/sqstab_local_hillclimb/incidence_statistics/certificates/best_iter011310_f9543137ad32.json,True,True,True,True,True,,/home/sg9396/patternboost/multi-level-20750a588a5b/runs/main_81_24h_20260709_1623/main_results/main/unit_square/square_direct/sqstab_local_hillclimb/incidence_statistics/summary.json
